m,m0,m1,null_ratio,L,mode,correction,power
8,0,8,0.0,15,D,bonferroni,0.94213125
8,0,8,0.0,15,D,hochberg,0.9856375
8,0,8,0.0,15,D,fdr,0.98634375
8,2,6,0.25,15,D,bonferroni,0.948475
8,2,6,0.25,15,D,hochberg,0.9707666666666667
8,2,6,0.25,15,D,fdr,0.9843
8,4,4,0.5,15,D,bonferroni,0.92205
8,4,4,0.5,15,D,hochberg,0.939525
8,4,4,0.5,15,D,fdr,0.96665
8,6,2,0.75,15,D,bonferroni,0.9192
8,6,2,0.75,15,D,hochberg,0.9242
8,6,2,0.75,15,D,fdr,0.9452
8,0,8,0.0,15,E,bonferroni,0.96125625
8,0,8,0.0,15,E,hochberg,0.99081875
8,0,8,0.0,15,E,fdr,0.99106875
8,2,6,0.25,15,E,bonferroni,0.948475
8,2,6,0.25,15,E,hochberg,0.9707666666666667
8,2,6,0.25,15,E,fdr,0.9843
8,4,4,0.5,15,E,bonferroni,0.9617625
8,4,4,0.5,15,E,hochberg,0.970775
8,4,4,0.5,15,E,fdr,0.9840375
8,6,2,0.75,15,E,bonferroni,0.9192
8,6,2,0.75,15,E,hochberg,0.9242
8,6,2,0.75,15,E,fdr,0.9452
8,0,8,0.0,15,I,bonferroni,0.98093125
8,0,8,0.0,15,I,hochberg,0.9955
8,0,8,0.0,15,I,fdr,0.9955
8,2,6,0.25,15,I,bonferroni,0.9745
8,2,6,0.25,15,I,hochberg,0.9855166666666667
8,2,6,0.25,15,I,fdr,0.992225
8,4,4,0.5,15,I,bonferroni,1.0
8,4,4,0.5,15,I,hochberg,1.0
8,4,4,0.5,15,I,fdr,1.0
8,6,2,0.75,15,I,bonferroni,1.0
8,6,2,0.75,15,I,hochberg,1.0
8,6,2,0.75,15,I,fdr,1.0
8,0,8,0.0,5,D,bonferroni,0.4609625
8,0,8,0.0,5,D,hochberg,0.50955625
8,0,8,0.0,5,D,fdr,0.58775
8,2,6,0.25,5,D,bonferroni,0.46215
8,2,6,0.25,5,D,hochberg,0.492075
8,2,6,0.25,5,D,fdr,0.5690916666666667
8,4,4,0.5,5,D,bonferroni,0.3466375
8,4,4,0.5,5,D,hochberg,0.35785
8,4,4,0.5,5,D,fdr,0.4038125
8,6,2,0.75,5,D,bonferroni,0.234525
8,6,2,0.75,5,D,hochberg,0.237075
8,6,2,0.75,5,D,fdr,0.247475
8,0,8,0.0,5,E,bonferroni,0.57653125
8,0,8,0.0,5,E,hochberg,0.6424375
8,0,8,0.0,5,E,fdr,0.7022625
8,2,6,0.25,5,E,bonferroni,0.46215
8,2,6,0.25,5,E,hochberg,0.492075
8,2,6,0.25,5,E,fdr,0.5690916666666667
8,4,4,0.5,5,E,bonferroni,0.5747625
8,4,4,0.5,5,E,hochberg,0.5930375
8,4,4,0.5,5,E,fdr,0.650625
8,6,2,0.75,5,E,bonferroni,0.234525
8,6,2,0.75,5,E,hochberg,0.237075
8,6,2,0.75,5,E,fdr,0.247475
8,0,8,0.0,5,I,bonferroni,0.69185625
8,0,8,0.0,5,I,hochberg,0.7738625
8,0,8,0.0,5,I,fdr,0.8102625
8,2,6,0.25,5,I,bonferroni,0.6900333333333334
8,2,6,0.25,5,I,hochberg,0.7285916666666666
8,2,6,0.25,5,I,fdr,0.783675
8,4,4,0.5,5,I,bonferroni,0.8067125
8,4,4,0.5,5,I,hochberg,0.831
8,4,4,0.5,5,I,fdr,0.8811
8,6,2,0.75,5,I,bonferroni,0.913375
8,6,2,0.75,5,I,hochberg,0.91895
8,6,2,0.75,5,I,fdr,0.94135
8,0,8,0.0,8,D,bonferroni,0.68483125
8,0,8,0.0,8,D,hochberg,0.7652875
8,0,8,0.0,8,D,fdr,0.801525
8,2,6,0.25,8,D,bonferroni,0.7080416666666667
8,2,6,0.25,8,D,hochberg,0.7472333333333333
8,2,6,0.25,8,D,fdr,0.8048416666666667
8,4,4,0.5,8,D,bonferroni,0.5888875
8,4,4,0.5,8,D,hochberg,0.6102
8,4,4,0.5,8,D,fdr,0.6744125
8,6,2,0.75,8,D,bonferroni,0.563075
8,6,2,0.75,8,D,hochberg,0.57085
8,6,2,0.75,8,D,fdr,0.604475
8,0,8,0.0,8,E,bonferroni,0.78128125
8,0,8,0.0,8,E,hochberg,0.85371875
8,0,8,0.0,8,E,fdr,0.8693
8,2,6,0.25,8,E,bonferroni,0.7080416666666667
8,2,6,0.25,8,E,hochberg,0.7472333333333333
8,2,6,0.25,8,E,fdr,0.8048416666666667
8,4,4,0.5,8,E,bonferroni,0.7818625
8,4,4,0.5,8,E,hochberg,0.799325
8,4,4,0.5,8,E,fdr,0.8402125
8,6,2,0.75,8,E,bonferroni,0.563075
8,6,2,0.75,8,E,hochberg,0.57085
8,6,2,0.75,8,E,fdr,0.604475
8,0,8,0.0,8,I,bonferroni,0.87781875
8,0,8,0.0,8,I,hochberg,0.93145625
8,0,8,0.0,8,I,fdr,0.93389375
8,2,6,0.25,8,I,bonferroni,0.8540083333333334
8,2,6,0.25,8,I,hochberg,0.8802166666666666
8,2,6,0.25,8,I,fdr,0.90645
8,4,4,0.5,8,I,bonferroni,0.974825
8,4,4,0.5,8,I,hochberg,0.9814375
8,4,4,0.5,8,I,fdr,0.9903625
8,6,2,0.75,8,I,bonferroni,0.99975
8,6,2,0.75,8,I,hochberg,0.99975
8,6,2,0.75,8,I,fdr,0.9999
